Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
544,David Williamson,2013,USA,For contributions to the design and analysis of approximation algorithms.,https://awards.acm.org/award-recipients/williamson_4646584,https://scholar.google.com/citations?user=pOd2M64AAAAJ,"Professor of Operations Research, Cornell University",Algorithms Mathematical Programming Combinatorial Optimization Approximation Algorithms
545,David Zuckerman,2013,USA,"For contributions to randomness extraction, pseudorandomness, and their role in complexity theory.",https://awards.acm.org/award-recipients/zuckerman_N975391,https://scholar.google.com/citations?user=MCe-I6wAAAAJ,"Professor of Computer Science, University of Texas at Austin",Pseudorandomness Randomness Theory of Computation Complexity Theory
546,Dennis E. Shasha,2013,USA,For technical and literary contributions over a broad range of data management topics.,https://awards.acm.org/award-recipients/shasha_2169415,,,[]
547,Dina Katabi ,2013,USA,"For contributions in cross-layer wireless networking, wireless network coding, and Internet congestion control.",https://awards.acm.org/award-recipients/katabi_4985255,https://scholar.google.com/citations?user=nst5fHgAAAAJ,"Professor of EECS, MIT",Networks Wireless Network Coding
548,Douglas Lea,2013,USA,"For contributions to software, particularly in support of concurrency.",https://awards.acm.org/award-recipients/lea_3428158,https://scholar.google.com/citations?user=EBH7FCUAAAAJ,University of Toronto,cardiovascular disease quality of care outcomes research
549,Dr Yoelle Maarek,2013,Israel,For contributions to industrial leadership and to information retrieval and Web search.,https://awards.acm.org/award-recipients/maarek_4442703,https://scholar.google.com/citations?user=foccT34AAAAJ,"VP Research, Alexa Shopping, Amazon",
550,Ellen Zegura,2013,USA,"For contributions to communication and computation in intermittingly-connected networks.
",https://awards.acm.org/award-recipients/zegura_3750494,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",Computer Networks Mobile and Wireless Networks Internet Topology Humanitarian Computing
551,Greg Morrisett,2013,USA,For contributions to mathematically-based methods for ensuring the efficient implementation and verification of practical programming languages.,https://awards.acm.org/award-recipients/morrisett_3964848,https://scholar.google.com/citations?user=Dswus94AAAAJ,"Dean and Professor, Cornell University",programming languages security semantics type systems type theory
552,Henry A Kautz,2013,USA,"For contributions to artificial intelligence and pervasive computing with applications to assistive technology and health.
",https://awards.acm.org/award-recipients/kautz_0838441,,,[]
553,James Gosling,2013,USA,"For Java, NeWS, Emacs, NetBeans, and other contributions to programming languages, tools, and environments.",https://awards.acm.org/award-recipients/gosling_9843418,,,[]
554,James H Anderson ,2013,USA,For contributions to the implementation and analysis of multiprocessor and multicore real-time systems.,https://awards.acm.org/award-recipients/anderson_2160703,https://scholar.google.com/citations?user=mIZu9oQAAAAJ,"Kenan Professor of Computer Science, The University of North Carolina at Chapel Hill",Real-Time Systems Distributed Computing Parallel Computing.
555,Jon Kleinberg,2013,USA,For contributions to the science of information and social networks.,https://awards.acm.org/award-recipients/kleinberg_0032532,https://scholar.google.com/citations?user=VX7d5EQAAAAJ,"Professor of Computer Science, Cornell University",algorithms data mining information networks social networks Web mining
556,Krishnendu Chakrabarty,2013,USA,"For contributions to optimization methods for system-on-chip test automation, microfluidic biochips, and sensor network infrastructure.",https://awards.acm.org/award-recipients/chakrabarty_UK56049,https://scholar.google.com/citations?user=R_VPUyEAAAAJ,"Fulton  Professor of Microelectronics, School of  Electrical and Computer and Energy …",Electronic design automation Testing and Design-for-Testability Microfluidics Computer Engineering Sensor Networks
557,Madhav Marathe,2013,USA,"For contributions to high performance computing algorithms and software environments for simulating and analyzing socio-technical systems.",https://awards.acm.org/award-recipients/marathe_7636280,https://scholar.google.com/citations?user=diIore8AAAAJ,"Distinguished Professor, Biocomplexity-Institute and Dept. Computer Science, University of …",Network Science Computational Epidemiology Multi-agent systems Scalable computing AI
558,Mark S Ackerman,2013,USA,"For contributions to human computer interaction, with an emphasis on finding and sharing expertise.",https://awards.acm.org/award-recipients/ackerman_2446870,,,[]
559,Marti Hearst,2013,USA,For contributions to information retrieval and computational linguistics.,https://awards.acm.org/award-recipients/hearst_3302403,https://scholar.google.com/citations?user=664NOb0AAAAJ,"Professor, University of California, Berkeley",Computational Linguistics Human-Computer Interaction Information Retrieval Natural Language Processing
560,Matthias Jarke,2013,Germany,"For contributions to conceptual modeling, requirements engineering, metadata management, and computer science leadership in Germany.",https://awards.acm.org/award-recipients/jarke_1639012,https://scholar.google.com/citations?user=JbioEFgAAAAJ,"Professor of Information Systems, RWTH Aachen University",databases information systems requirements engineering conceptual modeling data warehouse
561,Mihir Bellare,2013,USA,"For contributions to provable security methods supporting high-quality, cost-effective cryptography.",https://awards.acm.org/award-recipients/bellare_4763074,https://scholar.google.com/citations?user=td_5W1cAAAAJ,"Professor, Dept. of Computer Science and Engineering, University of California San Diego …",Cryptography theory
562,Milind Tambe,2013,USA,"For contributions to the theory and practice of multi-agent systems, teamwork and security games.",https://awards.acm.org/award-recipients/tambe_8080891,https://scholar.google.com/citations?user=YOVZiJkAAAAJ,"Professor & Director CRCS Center  @Harvard; Director ""AI for Social Good"" @Google …",Multiagent Systems Artificial Intelligence AI for Social Good AI for Public Health AI for Conservation
563,Moti Yung,2013,USA,For contributions to cryptography and its use in security and privacy of systems.,https://awards.acm.org/award-recipients/yung_N005082,https://scholar.google.com/citations?user=ScL8iFQAAAAJ,Principal Research Scientist Google; Adjunct Research Prof. Columbia U.,information security cryptography privacy computer security distributed algorithms
564,Nir N Shavit,2013,USA,For contributions to the theory and practice of synchronization in concurrent programming.,https://awards.acm.org/award-recipients/shavit_4451837,https://scholar.google.com/citations?user=f1NaDVgAAAAJ,,
565,Padhraic Smyth,2013,USA,"For contributions to probabilistic and statistical approaches to data mining and machine learning.
",https://awards.acm.org/award-recipients/smyth_NA27474,https://scholar.google.com/citations?user=OsoQ-dcAAAAJ,"Professor, Computer Science, University of California Irvine",machine learning artificial intelligence pattern recognition applied statistics
566,Panganamala Kumar,2013,USA,For contributions to wireless communication and control technologies.,https://awards.acm.org/award-recipients/kumar_2386142,,,[]
567,Peter Haas,2013,USA,"For leadership in probabilistic methods for the management and analysis of data and for system simulation.
",https://awards.acm.org/award-recipients/haas_4166369,https://scholar.google.com/citations?user=Izb1LGwAAAAJ,UMASS Amherst Emeritus,International Relations science policy interface environmental protection global governance
568,Prof Limsoon Wong,2013,Singapore,For contributions to database theory and computational biology.,https://awards.acm.org/award-recipients/wong_7541103,https://scholar.google.com/citations?user=Inqu8SkAAAAJ,"KITHCT Professor of Computer Science & Professor of Pathology, National University of …",Databases Data Mining Bioinformatics Computational Biology
569,Prof.  Timothy Roscoe,2013,United Kingdom,For contributions to operating systems and networking research.,https://awards.acm.org/award-recipients/roscoe_4522017,https://scholar.google.com/citations?user=QfVWndgAAAAJ,"Professor of Computer Science, ETH Zurich",operating systems networks distributed systems
570,Prof. Wen Gao ,2013,China,"For contributions to video technology, and for leadership to advance computing in China.",https://awards.acm.org/award-recipients/gao_0100021,https://scholar.google.com/citations?user=u9aw5o8AAAAJ,"Peking University, Pengcheng Laboratory",multimedia video coding video processing computer vision
571,Professor Ingemar J. Cox,2013,United Kingdom,"For contributions to computer vision, image retrieval, and digital watermarking.",https://awards.acm.org/award-recipients/cox_3652302,https://scholar.google.com/citations?user=b88nUpYAAAAJ,"Department of Computer Science, University College London / University of Copenhagen",digital epidemiology information retrieval digital watermarking computer vision multimedia
572,Professor John Mellor-Crummey,2013,USA,For contributions to parallel and high performance computing.,https://awards.acm.org/award-recipients/mellor-crummey_2978823,https://scholar.google.com/citations?user=wX0XpxMAAAAJ,"Professor of Computer Science, Rice University",High Performance Computing Parallel Computing Tools Performance Analysis Synchronization
573,Professor Kyuseok Shim,2013,Republic of Korea,For contributions to scalable data mining and query processing.,https://awards.acm.org/award-recipients/shim_7832926,https://scholar.google.com/citations?user=3Y254i4AAAAJ,"Professor of Electrical and Computer Engineering Department, Seoul National University …",Data Mining Database Management Systems MapReduce Algorithms for Big Data Analysis
574,Ramalingam Chellappa,2013,USA,"For contributions to image processing, computer vision, and pattern recognition.",https://awards.acm.org/award-recipients/chellappa_5282967,https://scholar.google.com/citations?user=L60tuywAAAAJ,"Bloomberg Distinguished Professor, Johns Hopkins University",Image Analysis Image Processing biometrics Computer Vision Biomedical Data Science
575,Rina Dechter,2013,USA,For contributions to the algorithmic foundations of automated reasoning with constraint-based and probabilistic information.,https://awards.acm.org/award-recipients/dechter_2165652,https://scholar.google.com/citations?user=PI_3bqEAAAAJ,"University of California, Irvine",Heuristic Search Probabilistic Graphical models Constraint processing Artificial Intelligence
576,S E Robertson,2013,United Kingdom,For contributions to the theory and practice of information retrieval.,https://awards.acm.org/award-recipients/robertson_N024075,https://scholar.google.com/citations?user=ei4kq-0AAAAJ,"Scientist Emeritus, Smithsonian Tropical Research Institute, Panamá",Reef-fishes: evolution macroecology biogeography invasion biology electronic Identification-guides
577,Sampath Kumar Kannan,2013,USA,"For contributions to algorithmic approaches to program reliability, bioinformatics, and for service to the computer science research community.",https://awards.acm.org/award-recipients/kannan_UJ34784,,,[]
578,Satish Rao ,2013,USA,For contributions to algorithms for graph partitioning and for single- and multi-commodity flows.,https://awards.acm.org/award-recipients/rao_9569625,https://scholar.google.com/citations?user=k3nPfBQAAAAJ,Professor of medicine,Gastroenterology
579,Stefano Ceri,2013,Italy,"For contributions to database management, including distributed databases, rule-processing, and search computing.
",https://awards.acm.org/award-recipients/ceri_2338531,https://scholar.google.com/citations?user=aiulJmIAAAAJ,"Professor, Politecnico di Milano",data management web management search computing genomic computing
580,Timoleon Sellis,2013,Greece,"For contributions to database query optimization, spatial data management, and data warehousing.
",https://awards.acm.org/award-recipients/sellis_2439610,https://scholar.google.com/citations?user=nbmzsh8AAAAJ,Cefas,Aquaculture & fisheries
581,Val Tannen ,2013,USA,"For contributions to query languages, query optimization and data provenance.",https://awards.acm.org/award-recipients/tannen_8113043,,,[]
582,Yuanyuan Zhou,2013,USA,For contributions to software reliability and quality.,https://awards.acm.org/award-recipients/zhou_7451867,https://scholar.google.com/citations?user=rWl0U0oAAAAJ,"University of California, San Diego",Computer Systems Software Reliability Software Engineering
583,Zhengyou Zhang,2013,USA,For contributions to computer vision and multimedia.,https://awards.acm.org/award-recipients/zhang_5032776,https://scholar.google.com/citations?user=1I-DKy8AAAAJ,Tencent AI Lab & Tencent Robotics X,Computer Vision Multimedia Speech Robotics AI
584,Alistair Sinclair,2012,USA,For contributions to randomized algorithms and their applications to statistical physics.,https://awards.acm.org/award-recipients/sinclair_6148019,https://scholar.google.com/citations?user=m_JqDAMAAAAJ,Independent writer and researcher,Philosophy Humanism Atheism
585,Andrew Kahng,2012,USA,For contributions to physical design automation and to design for manufacturability of microelectronic systems.,https://awards.acm.org/award-recipients/kahng_3483146,https://scholar.google.com/citations?user=IUSnNG0AAAAJ,"Professor of CSE and ECE, UC San Diego",VLSI CAD algorithms hardware and architecture IC design for manufacturability IC physical design
586,Andrew M Pitts,2012,United Kingdom,For contributions to the theory of programming language semantics.,https://awards.acm.org/award-recipients/pitts_4659264,https://scholar.google.com/citations?user=J1wRn3oAAAAJ,"Professor of Theoretical Computer Science, University of Cambridge",type theory category theory nominal techniques programming language semantics logic in computer science
587,Anna Karlin,2012,USA,For contributions to the design and analysis of algorithms and their use in the study of systems design.,https://awards.acm.org/award-recipients/karlin_3133790,https://scholar.google.com/citations?user=9ZGqm5QAAAAJ,"Bill & Melinda Gates Chair and Professor of Computer Science and Engineering, University …",Algorithms Algorithmic Game Theory
588,Bart Selman,2012,Netherlands,For contributions to artificial intelligence with applications to automated reasoning and planning.,https://awards.acm.org/award-recipients/selman_0217398,https://scholar.google.com/citations?user=pJ28HA0AAAAJ,"Professor of Computer Science, Cornell University",Artificial Intelligence
589,Benjamin Pierce ,2012,USA,For contributions to the theory and practice of programming languages and their type systems.,https://awards.acm.org/award-recipients/pierce_4660460,https://scholar.google.com/citations?user=2kkddh0AAAAJ,"Professor of Computer and Information Science, University of Pennsylvania",Programming languages type systems security and privacy functional programming formal specification and verification
590,Clifford Stein,2012,USA,For contributions to the theory of combinatorial optimization and to the design and analysis of graph algorithms.,https://awards.acm.org/award-recipients/stein_3733722,https://scholar.google.com/citations?user=r49_E2cAAAAJ,"Professor of IEOR and CS, Columbia University",Algorithms Optimization Operations Research Scheduling
591,David Paul Grove ,2012,USA,For contributions to programming languages and for the development of open-source research infrastructures.,https://awards.acm.org/award-recipients/grove_4112884,,,[]
592,Dr Ahmed Elmagarmid,2012,USA,For contributions to database management systems.,https://awards.acm.org/award-recipients/elmagarmid_1872514,https://scholar.google.com/citations?user=Cb9BDJkAAAAJ,"Executive Director, Qatar Computing Research Institute",Database Systems
593,Dr. Craig Boutilier,2012,Canada,For contributions to knowledge representation and computational decision making.,https://awards.acm.org/award-recipients/boutilier_6612295,https://scholar.google.com/citations?user=cXkm3rsAAAAJ,"Principal Scientist, Google",Artificial Intelligence Decision Theory Recommender Systems Computational Economics Reinforcement Learning
594,Dr. Manish Gupta,2012,USA,For contributions to high performance computing software and compiler optimizations.,https://awards.acm.org/award-recipients/gupta_9121534,https://scholar.google.com/citations?user=vPUzENEAAAAJ,,Machine Learning Artificial Intelligence
595,Garth A Gibson,2012,Canada,For contributions to the performance and reliability of storage systems.,https://awards.acm.org/award-recipients/gibson_2521995,https://scholar.google.com/citations?user=WYctQAQAAAAJ,"President & CEO, Vector Institute; Consulting Professor of Computer Science, Carnegie …",Systems and Machine Learning
596,Gregor Kiczales ,2012,USA,For contributions to aspect-oriented programming language design and implementation.,https://awards.acm.org/award-recipients/kiczales_3170917,https://scholar.google.com/citations?user=Odh4GSYAAAAJ,"Professor of Computer Science, University of British Columbia",Programming Languages Modularity Software Engineering
597,Gustavo Alonso,2012,Spain,"For contributions to distributed systems, middleware, and data management.",https://awards.acm.org/award-recipients/alonso_1463314,https://scholar.google.com/citations?user=fkNjVcIAAAAJ,"Professor of Computer Science, ETH Zürich, Switzerland",Data Management Distributed Systems Databases FPGAs
598,Hans Boehm,2012,Germany,For contributions to multithreaded programming and to algorithms and libraries for automatic memory management.,https://awards.acm.org/award-recipients/boehm_1686237,https://scholar.google.com/citations?user=gqkpV2kAAAAJ,Google,Programming Languages
599,Ion Stoica,2012,USA,"For contributions to networking, distributed systems, and cloud computing.",https://awards.acm.org/award-recipients/stoica_CR56854,https://scholar.google.com/citations?user=vN-is70AAAAJ,"Professor of Computer Science, UC Berkeley",Cloud Computing Networking Distributed Systems Big Data
600,John Hershberger,2012,USA,For contributions to geometric computing and to design tools for integrated circuits.,https://awards.acm.org/award-recipients/hershberger_2869725,,,[]
601,Jonathan Grudin,2012,USA,For contributions to human computer interaction with an emphasis on computer supported cooperative work.,https://awards.acm.org/award-recipients/grudin_3028016,,,[]
602,Joseph O'Rourke,2012,USA,For contributions to computational geometry and for broadening participation in computing.,https://awards.acm.org/award-recipients/orourke_1530385,https://scholar.google.com/citations?user=AdrTURsAAAAJ,"Professor of Computer Science, Smith College",geometry discrete geometry computational geometry metric geometry
603,Joseph Sifakis,2012,France,For contributions to hardware and software verification technology.,https://awards.acm.org/award-recipients/sifakis_1701095,https://scholar.google.com/citations?user=8jCwk4EAAAAJ,"Reseracher at Verimag laboratory, Grenoble",software engineering formal methods web services middleware networks
604,Karem Sakallah,2012,USA,For algorithms for Boolean Satisfiability that advanced the state-of-the-art of hardware verification.,https://awards.acm.org/award-recipients/sakallah_3682317,https://scholar.google.com/citations?user=M441iZ8AAAAJ,University of Michigan,Formal Verification Automated Reasoning
605,Katherine Yelick,2012,USA,For contributions to parallel languages that improve programmer productivity.,https://awards.acm.org/award-recipients/yelick_3873601,https://scholar.google.com/citations?user=93yNuV0AAAAJ,"Associate Laboratory Director of Computing Sciences, LBNL and EECS Professor, UC …",Parallel Computing Programming Languages Compilers High Performance Computing
606,Keith Ross,2012,USA,For contributions to the design and modeling of computer networks and Internet applications.,https://awards.acm.org/award-recipients/ross_5425728,https://scholar.google.com/citations?user=RhUcYmQAAAAJ,"Leonard J. Shustek Professor of Computer Science, Dept. of Computer Science and …",Deep Reinforcement Learning Privacy Networking Markov Decision Processes
607,Keshav K Pingali ,2012,USA,For contributions to data-centric parallel programming and to parallel compilation theory and practice.,https://awards.acm.org/award-recipients/pingali_3088747,https://scholar.google.com/citations?user=02UU6wgAAAAJ,"Professor of Computer Science, The University of Texas at Austin",Programming languages parallel computing big-data computing
608,Klara Nahrstedt,2012,USA,For contributions to quality-of-service management for distributed multimedia systems.,https://awards.acm.org/award-recipients/nahrstedt_4613253,https://scholar.google.com/citations?user=TW0t25AAAAAJ,"Computer Science, University of Illinois, Urbana-Champaign",Quality of Service multimedia systems distributed systems networks teleimmersion
609,Larry S. Davis,2012,USA,For contributions to image processing and computer vision.,https://awards.acm.org/award-recipients/davis_4079562,,,[]
610,Lars Arge,2012,Denmark,For contributions to massive data algorithmics,https://awards.acm.org/award-recipients/arge_4751673,https://scholar.google.com/citations?user=MgdxxbAAAAAJ,"Professor of Computer Science and MADALGO center director, Aarhus University",Algorithms and data structures
611,Leonid Libkin,2012,USA,For contributions to finite model theory and database theory.,https://awards.acm.org/award-recipients/libkin_4391876,https://scholar.google.com/citations?user=4q-MIB0AAAAJ,"Professor of Computer Science, University of Edinburgh",Databases database theory graph databases logic in computer science
612,Leslie G Valiant,2012,USA,For transformative contributions to the theory of computation.,https://awards.acm.org/award-recipients/valiant_2612174,,,[]
613,Lixin Gao,2012,USA,For contributions to network protocols and internet routing.,https://awards.acm.org/award-recipients/gao_4424933,https://scholar.google.com/citations?user=bOKmjf8AAAAJ,"Distinguished Professor, Univ. of Massachusetts",Internet Routing Multimedia Communication Cloud Computing
614,Markus Gross,2012,Germany,For contributions to computer graphics and animation.,https://awards.acm.org/award-recipients/gross_4668489,https://scholar.google.com/citations?user=uxk0GmUAAAAJ,"ETH Zurich, Disney Research Zurich",Computer Graphics Modeling Physics-based Animation Video Processing
615,Masaru Kitsuregawa,2012,Japan,For contributions to high performance database systems.,https://awards.acm.org/award-recipients/kitsuregawa_4334298,,,[]
616,Patrick Valduriez,2012,France,For contributions to parallel and distributed data management.,https://awards.acm.org/award-recipients/valduriez_2852754,https://scholar.google.com/citations?user=Vj0m2A0AAAAJ,Inria,
617,Pierre Baldi,2012,USA,For contributions to artificial intelligence and statistical machine learning for bioinformatics.,https://awards.acm.org/award-recipients/baldi_3816096,https://scholar.google.com/citations?user=RhFhIIgAAAAJ,"Professor, University of California, Irvine",Artificial Intelligence Deep Learning Bioinformatics Physics Mathematics
618,Professor Srinivasan Keshav ,2012,Canada,For contributions to computer communication networks and systems.,https://awards.acm.org/award-recipients/keshav_0714063,https://scholar.google.com/citations?user=-EMkK7QAAAAJ,"Professor of Computer Science,  University of Cambridge",Computer networking Energy systems
619,Rachid Guerraoui,2012,Switzerland,For contributions to the theory and practice of reliable distributed computing.,https://awards.acm.org/award-recipients/guerraoui_8950545,https://scholar.google.com/citations?user=_TR-7CEAAAAJ,"Professor of Computer and Communication Systems, EPFL",Algorithms Distributed Computing Concurrency Programming Languages
620,Raj Reddy,2012,USA,For pioneering the design and construction of large scale artificial intelligence systems,https://awards.acm.org/award-recipients/reddy_9634208,https://scholar.google.com/citations?user=6n7rzokAAAAJ,Mississippi State University,Environmental plant physiology including … genomics to phenomics remote sensing crop modeling etc
621,Rajeev  Ramnarain Rastogi,2012,USA,For contributions to the analysis and management of large data sets.,https://awards.acm.org/award-recipients/rastogi_N030429,,,[]
622,Ramin Zabih,2012,USA,For contributions to discrete optimization in computer vision.,https://awards.acm.org/award-recipients/zabih_4467866,https://scholar.google.com/citations?user=8Lp0W54AAAAJ,"Professor of Computer Science, Cornell University",Computer Vision Medical Imaging
623,Rick Cattell,2012,USA,For contributions to database systems.,https://awards.acm.org/award-recipients/cattell_1468248,https://scholar.google.com/citations?user=Kc64bEcAAAAJ,Cattell.Net,Neuromorphics scalable database systems NoSQL AI compilers
624,Robert Schreiber,2012,USA,"For contributions to matrix computations and to languages, compilers, and architectures for parallel scientific computing.",https://awards.acm.org/award-recipients/schreiber_3384971,https://scholar.google.com/citations?user=kd-l1MoAAAAJ,Washington University School of Medicine,Tumor Immunology Cancer Immunotherapy Interferon-gamma Cytokine Receptor Signaling Cytokine Biology
625,Roberto Tamassia,2012,USA,"For contributions to graph drawing, algorithms and data structures and to computer science education.",https://awards.acm.org/award-recipients/tamassia_3474947,https://scholar.google.com/citations?user=eEYPTKUAAAAJ,"Plastech Professor of Computer Science, Brown University",algorithhms computer security applied cryptography graph drawing information visualization
626,Ron Shamir,2012,Israel,For contributions to bioinformatics.,https://awards.acm.org/award-recipients/shamir_3130614,https://scholar.google.com/citations?user=ri4rEPMAAAAJ,"Professor of Computer Science and Bioinformatics, Tel Aviv University",Bioinformatics computational biology algorithms digital medicine
627,Saul Greenberg,2012,Canada,For contributions to computer supported cooperative work and ubiquitous computing,https://awards.acm.org/award-recipients/greenberg_3362027,https://scholar.google.com/citations?user=TthhUuoAAAAJ,"Emeritus Professor, Computer Science, University of Calgary",Human Computer Interaction Ubiquitous Computing Computer Supported Cooperative Work
628,Simson L Garfinkel PhD,2012,USA,For contributions to digital forensics and to computer security education.,https://awards.acm.org/award-recipients/garfinkel_2595445,,,[]
629,Steven Scott Steve,2012,USA,For contributions to the architecture of interconnection networks and supercomputers.,https://awards.acm.org/award-recipients/scott_3157930,,,[]
630,Tova Milo,2012,Israel,For contributions to database theory and business process management.,https://awards.acm.org/award-recipients/milo_7180652,https://scholar.google.com/citations?user=X1-ovCkAAAAJ,"Professor of Computer Science, Tel Aviv University",Databases Web-based data management XML Data-centric Bussiness Processes Crowd-based Data Sourcing
631,Tracy Camp,2012,USA,For contributions in wireless networking and leadership in broadening participation in computing.,https://awards.acm.org/award-recipients/camp_3837804,https://scholar.google.com/citations?user=8TyIlFgAAAAJ,"Department Head and Professor of Computer Science, Colorado School of Mines",Wireless Networking Credibility of Simulations
632,Walter F. Tichy,2012,Germany,For contributions to software engineering and revision control systems.,https://awards.acm.org/award-recipients/tichy_1465905,https://scholar.google.com/citations?user=23RPQBQAAAAJ,"Professor emeritus of Computer Science, Karlsruhe Institute of Technology",Software engineering parallelism empirical software engineering configuration management AI and NLP in Software Engineering
633,Wenfei Fan,2012,USA,For contributions to Web data management,https://awards.acm.org/award-recipients/fan_NA31468,https://scholar.google.com/citations?user=u0S6ofAAAAAJ,"Professor of Web Data Management, University of Edinburgh",databases
634,Xiaodong Zhang,2012,USA,For contributions to data and memory management in distributed systems.,https://awards.acm.org/award-recipients/zhang_3302635,https://scholar.google.com/citations?user=qFiMLsIAAAAJ,The Ohio State University,Memory Systems Storage Systems Computer Systems
635,Yoav Shoham,2012,USA,"For contributions at the intersection of artificial intelligence, logic, and economics.",https://awards.acm.org/award-recipients/shoham_2838361,https://scholar.google.com/citations?user=fV5P_6MAAAAJ,Professor (emeritus),Artificial Intelligence
636,Amin Vahdat,2011,USA,For contributions to data center scalability and management.,https://awards.acm.org/award-recipients/vahdat_C100426,https://scholar.google.com/citations?user=r3aWCRUAAAAJ,Google,Systems Networking Computer Networks Distributed Systems Operating Systems
637,Amit Singhal,2011,USA,For contributions to search and information retrieval.,https://awards.acm.org/award-recipients/singhal_3910767,https://scholar.google.com/citations?user=sn-u5AIAAAAJ,University of Texas Southwestern Medical Center,Primary liver cancer
638,Baining Guo,2011,Canada,For contributions to computer graphics.,https://awards.acm.org/award-recipients/guo_4838059,https://scholar.google.com/citations?user=h4kYmRYAAAAJ,"Distinguished Scientist, Microsoft Research",graphics geometric modeling virtual reality computer graphics computer vision
639,Beng Chin Ooi,2011,Malaysia,For contributions to spatio-temporal and distributed data management.,https://awards.acm.org/award-recipients/ooi_4181533,https://scholar.google.com/citations?user=9560QjYAAAAJ,National University of Singapore,Databases distributed systems data analytics
640,Carl Ebeling,2011,USA,For contributions to the architecture and design of reconfigurable systems.,https://awards.acm.org/award-recipients/ebeling_1915388,https://scholar.google.com/citations?user=AmMfDJgAAAAJ,Terray Therapeutics,Microscopy drug discovery automation
641,Christian S. Jensen,2011,Denmark,For contributions to temporal and spatio-temporal data management.,https://awards.acm.org/award-recipients/jensen_3676889,https://scholar.google.com/citations?user=wo20cPYAAAAJ,"Aalborg University, Department of Computer Science",Data management analytics indexing query processing spatial data
642,Dahlia Malkhi,2011,Israel,For contributions to fault-tolerant distributed computing.,https://awards.acm.org/award-recipients/malkhi_5043831,https://scholar.google.com/citations?user=A_VZ7N0AAAAJ,Chainlink Labs,reliable and secure distributed systems blockchains
643,Dan Roth,2011,USA,For contributions to machine learning and natural language processing.,https://awards.acm.org/award-recipients/roth_3933512,https://scholar.google.com/citations?user=E-bpPWgAAAAJ,"Professor of Computer Science, University of Pennsylvania",Natural Language Processing Machine Learning Knowledge Representation and Reasoning Artificial Intelligence
644,Dan Suciu ,2011,USA,For contributions to probabilistic databases and semistructured data.,https://awards.acm.org/award-recipients/suciu_4800801,https://scholar.google.com/citations?user=SIxd6jgAAAAJ,University of Washington,Databases data management
645,David Eppstein,2011,USA,For contributions to graph algorithms and computational geometry.,https://awards.acm.org/award-recipients/eppstein_3054103,https://scholar.google.com/citations?user=QSY7ufMAAAAJ,"Distinguished Professor of Computer Science, University of California, Irvine",algorithms data structures graph theory computational geometry
646,David Heckerman,2011,USA,For contributions to reasoning and decision-making under uncertainty.,https://awards.acm.org/award-recipients/heckerman_UJ73150,https://scholar.google.com/citations?user=VTGXKrYAAAAJ,Microsoft Research,Machine Learning Computational Biology Genomics Expert Systems HIV
647,David K Gifford,2011,USA,"For contributions to distributed systems, e-commerce and content distribution.",https://awards.acm.org/award-recipients/gifford_1281641,,,[]
648,David Wetherall,2011,Australia,For contributions to computer network design.,https://awards.acm.org/award-recipients/wetherall_4469821,https://scholar.google.com/citations?user=HeEBacsAAAAJ,"Professor of Computer Science & Engineering, University of Washington",networking mobile computing wireless distributed systems
649,Dean Tullsen,2011,USA,For contributions to the architecture of high-performance processors.,https://awards.acm.org/award-recipients/tullsen_4733242,https://scholar.google.com/citations?user=BEEuinQAAAAJ,"Professor of Computer Science and Engineering, UC San Diego",Computer Architecture Compilers
650,Divesh Srivastava ,2011,USA,For contributions to query processing in data management systems.,https://awards.acm.org/award-recipients/srivastava_3365632,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,AT&T Labs-Research,Data management
651,Divyakant Agrawal ,2011,USA,For contributions to distributed data management systems.,https://awards.acm.org/award-recipients/agrawal_3166444,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,"Distinguished Professor of Computer Science, UCSB",Big Data & Cloud Computing Databases Distributed Systems Data Security & Privacy
652,Dr. Peter B. Key,2011,United Kingdom,For network control and routing.,https://awards.acm.org/award-recipients/key_N019877,,,[]
653,Dr. Prof. SATOSHI MATSUOKA,2011,Japan,For contributions to the design of  high-performance computers.,https://awards.acm.org/award-recipients/matsuoka_2964732,https://scholar.google.com/citations?user=UcWOl8YAAAAJ,RIKEN Center for Computational Science (R-CCS) / Tokyo Institute of Technology,HPC Big Data Scalable AI Green Computing Post-Moore Computing
654,Frank Kenneth Zadeck,2011,USA,For contributions to optimizing compilers.,https://awards.acm.org/award-recipients/zadeck_1746114,,,[]
655,Geoffrey Fox,2011,USA,"For contributions to software applications for high-performance computing, and for diversity outreach.",https://awards.acm.org/award-recipients/fox_2961621,https://scholar.google.com/citations?user=dJ-fD-sAAAAJ,"Professor of Computer Science, University of Virginia, Biocomplexity Institute",Cyberinfrastructure Distributed Systems Clouds Parallel Computing Particle Physics
656,George Furnas,2011,USA,For contributions to human-computer interaction.,https://awards.acm.org/award-recipients/furnas_2334274,https://scholar.google.com/citations?user=9tzvo38AAAAJ,"Professor of Information, Professor of Computer Science, Professor of Psychology …",Human Computer Interaction Visualization Information Retrieval Latent Semantic Analysis
