name,affiliation,homepage,scholarid,orcid,dblp_profile
Scott Aaronson,University of Texas at Austin,http://www.scottaaronson.com,7Qra5zYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/a/Aaronson:Scott
Scott E. Hudson,Carnegie Mellon University,http://www.cs.cmu.edu/~hudson,6YU6_QoAAAAJ,0000-0002-0948-3251,https://dblp.org/pers/hd/h/Hudson:Scott_E%3D
Sebastian G. Elbaum,University of Virginia,https://engineering.virginia.edu/faculty/sebastian-elbaum,swPW5FYAAAAJ,0000-0001-9592-1352,https://dblp.org/pers/hd/e/Elbaum:Sebastian_G%3D
Seffi Naor,Technion,http://www.cs.technion.ac.il/~naor,xGbDr7YAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/n/Naor:Seffi
Serge Abiteboul,Ecole Normale Superieure de Cachan,http://abiteboul.com,lk_jn24AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/a/Abiteboul:Serge
Sethuraman Panchanathan,Arizona State University,https://search.asu.edu/profile/88253,GKTKZ8kAAAAJ,0000-0002-8769-6340,https://dblp.org/pers/hd/p/Panchanathan:Sethuraman
Shafi Goldwasser,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/goldwasser.html,NOSCHOLARPAGE,0000-0003-4728-1535,https://dblp.org/pers/hd/g/Goldwasser:Shafi
Shai Ben-David,University of Waterloo,https://cs.uwaterloo.ca/~shai,kezPqwoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Ben=David:Shai
Shamkant B. Navathe,Georgia Institute of Technology,http://www.cc.gatech.edu/computing/Database/faculty/sham,_Z12v2IAAAAJ,0000-0002-6666-0031,https://dblp.org/pers/hd/n/Navathe:Shamkant_B%3D
Shang-Hua Teng,University of Southern California,https://viterbi-web.usc.edu/~shanghua,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/t/Teng:Shang%3DHua
Sharad Mehrotra,Univ. of California - Irvine,https://www.ics.uci.edu/~sharad,MTZaRW4AAAAJ,0000-0003-1667-5435,https://dblp.org/pers/hd/m/Mehrotra:Sharad
Sheelagh Carpendale,Simon Fraser University,https://www.cs.sfu.ca/~sheelagh,43LLX2kAAAAJ,0000-0002-5127-9780,https://dblp.org/pers/hd/c/Carpendale:Sheelagh
Sheila A. McIlraith,University of Toronto,http://www.cs.toronto.edu/~sheila,ny2zuvMAAAAJ,0000-0003-4953-0945,https://dblp.org/pers/hd/m/McIlraith:Sheila_A%3D
Shih-Fu Chang,Columbia University,http://www.ee.columbia.edu/~sfchang,OMVTRscAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Chang:Shih%3DFu
Shlomo Zilberstein,Univ. of Massachusetts Amherst,http://rbr.cs.umass.edu/shlomo,q_n7d6EAAAAJ,0000-0001-9817-7848,https://dblp.org/pers/hd/z/Zilberstein:Shlomo
Shmuel Sagiv,Tel Aviv University,http://www.cs.tau.ac.il/~msagiv,j4UuW80AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sagiv:Shmuel
Shrikanth Narayanan,University of Southern California,http://sail.usc.edu/people/shri.php,8EDHmYkAAAAJ,0000-0002-1052-6204,https://dblp.org/pers/hd/n/Narayanan:Shrikanth
Shuicheng Yan,National University of Singapore,https://www.comp.nus.edu.sg/cs/people/yansc,DNuiPHwAAAAJ,0000-0001-8906-3777,https://dblp.org/pers/hd/y/Yan:Shuicheng
Shwetak N. Patel,University of Washington,http://abstract.cs.washington.edu/~shwetak,z4S5rC0AAAAJ,0000-0002-6300-4389,https://dblp.org/pers/hd/p/Patel:Shwetak_N%3D
Silvio Micali,Massachusetts Inst. of Technology,https://people.csail.mit.edu/silvio,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Micali:Silvio
Somesh Jha,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~jha,BaI7l8QAAAAJ,0000-0001-5877-0436,https://dblp.org/pers/hd/j/Jha:Somesh
Songwu Lu,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~slu,PVdTviYAAAAJ,0000-0003-3779-0918,https://dblp.org/pers/hd/l/Lu:Songwu
Srdjan Capkun,ETH Zurich,http://www.syssec.ethz.ch/people/capkun,VtkPBNsAAAAJ,0000-0001-5727-3673,https://dblp.org/pers/hd/c/Capkun:Srdjan
Srinivas Aluru,Georgia Institute of Technology,http://www.cc.gatech.edu/~saluru,YOGOScoAAAAJ,0000-0003-4279-469X,https://dblp.org/pers/hd/a/Aluru:Srinivas
Srinivas Devadas,Massachusetts Inst. of Technology,https://people.csail.mit.edu/devadas,NOSCHOLARPAGE,0000-0001-8253-7714,https://dblp.org/pers/hd/d/Devadas:Srinivas
Srinivasan Keshav,University of Cambridge,http://blizzard.cs.uwaterloo.ca/keshav,NOSCHOLARPAGE,0000-0002-6549-0464,https://dblp.org/pers/hd/k/Keshav:Srinivasan
Srinivasan Seshan,Carnegie Mellon University,http://www.cs.cmu.edu/~srini,0irVeiQAAAAJ,0000-0002-9508-2066,https://dblp.org/pers/hd/s/Seshan:Srinivasan
Stefan Savage,Univ. of California - San Diego,http://cseweb.ucsd.edu/~savage,_JhgbioAAAAJ,0000-0001-6617-8029,https://dblp.org/pers/hd/s/Savage:Stefan
Stefano Ceri,Politecnico di Milano,http://home.deib.polimi.it/ceri,aiulJmIAAAAJ,0000-0003-0671-2415,https://dblp.org/pers/hd/c/Ceri:Stefano
Stefano Leonardi 0001,Sapienza University of Rome,https://sites.google.com/a/uniroma1.it/stefanoleonardi-eng,p5LCHHEAAAAJ,0000-0002-9809-7191,https://dblp.org/pers/hd/l/Leonardi_0001:Stefano
Steffen Staab,University of Stuttgart,https://www.ki.uni-stuttgart.de/institute/team/Staab-00004,QvpcUn8AAAAJ,0000-0002-0780-4154,https://dblp.org/pers/hd/s/Staab:Steffen
Stephanie Weirich,University of Pennsylvania,https://www.cis.upenn.edu/~sweirich,NOSCHOLARPAGE,0000-0002-6756-9168,https://dblp.org/pers/hd/w/Weirich:Stephanie
Steve Marschner,Cornell University,http://www.cs.cornell.edu/~srm,llo3F3QAAAAJ,0000-0001-9810-0306,https://dblp.org/pers/hd/m/Marschner:Steve
Steve Whittaker 0001,Univ. of California - Santa Cruz,https://sites.google.com/view/stevewhittaker/home,TkVUIVsAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Whittaker_0001:Steve
Steven Feiner,Columbia University,http://www.cs.columbia.edu/~feiner,PogsVkYAAAAJ,0000-0001-9978-7090,https://dblp.org/pers/hd/f/Feiner:Steven
Steven H. Low,California Inst. of Technology,http://www.eas.caltech.edu/people/3109/profile,4BrebIYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Low:Steven_H%3D
Steven M. Seitz,University of Washington,http://cs.washington.edu/homes/seitz,-6cOYcYAAAAJ,0009-0000-4214-4078,https://dblp.org/pers/hd/s/Seitz:Steven_M%3D
Steven Salzberg,Johns Hopkins University,https://salzberg-lab.org,sUVeH-4AAAAJ,0000-0002-8859-7432,https://dblp.org/pers/hd/s/Salzberg:Steven
Stuart M. Shieber,Harvard University,http://www.eecs.harvard.edu/shieber,oq8WAwsAAAAJ,0000-0002-7733-8195,https://dblp.org/pers/hd/s/Shieber:Stuart_M%3D
Stuart Russell 0001,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~russell,KJGrjCAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Russell_0001:Stuart
Subbarao Kambhampati,Arizona State University,http://rakaposhi.eas.asu.edu,yl3L07sAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kambhampati:Subbarao
Subhash Suri,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~suri,VgrH9A8AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Suri:Subhash
Subhasish Mitra,Stanford University,https://web.stanford.edu/~subh,SCdhzWoAAAAJ,0000-0002-5572-5194,https://dblp.org/pers/hd/m/Mitra:Subhasish
Sudip Misra,IIT Kharagpur,http://cse.iitkgp.ac.in/~smisra,h33l-A8AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Misra:Sudip
Suman Banerjee 0001,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~suman,cLb-v7gAAAAJ,0000-0002-5548-8862,https://dblp.org/pers/hd/b/Banerjee_0001:Suman
Sumi Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE,0000-0001-5451-4398,https://dblp.org/pers/hd/h/Helal:Sumi
Sunita Sarawagi,IIT Bombay,https://www.cse.iitb.ac.in/~sunita,Hg4HmTAAAAAJ,0009-0005-9538-6616,https://dblp.org/pers/hd/s/Sarawagi:Sunita
Susan B. Davidson,University of Pennsylvania,http://www.cis.upenn.edu/~susan,LW4lnZYAAAAJ,0009-0003-9259-9662,https://dblp.org/pers/hd/d/Davidson:Susan_B%3D
Susan Landau 0001,Tufts University,https://privacyink.org,6emSUYoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Landau_0001:Susan
Susanne Bødker,Aarhus University,http://pure.au.dk/portal/en/persons/id(87d4fbb6-b38c-449e-b87d-59f693b7d6f0).html,tO-dGhkAAAAJ,0000-0002-3571-1617,https://dblp.org/pers/hd/b/B=oslash=dker:Susanne
Sven Apel,Saarland University,https://www.se.cs.uni-saarland.de/apel,_4ssMloAAAAJ,0000-0003-3687-2233,https://dblp.org/pers/hd/a/Apel:Sven
Sven Koenig,Univ. of California - Irvine,http://idm-lab.org,tpoh43QAAAAJ,0000-0002-5458-094X,https://dblp.org/pers/hd/k/Koenig:Sven
Swarat Chaudhuri,University of Texas at Austin,https://www.cs.utexas.edu/~swarat,9j6RBYQAAAAJ,0000-0002-6859-1391,https://dblp.org/pers/hd/c/Chaudhuri:Swarat
Sylvia Ratnasamy,Univ. of California - Berkeley,http://www.eecs.berkeley.edu/~sylvia,sAdDcvQAAAAJ,0000-0002-0524-9425,https://dblp.org/pers/hd/r/Ratnasamy:Sylvia
Szymon Rusinkiewicz,Princeton University,https://www.cs.princeton.edu/~smr,RaScARwAAAAJ,0000-0002-4253-2588,https://dblp.org/pers/hd/r/Rusinkiewicz:Szymon
Tadayoshi Kohno,University of Washington,http://homes.cs.washington.edu/~yoshi,s_YDrrgAAAAJ,0000-0002-4899-226X,https://dblp.org/pers/hd/k/Kohno:Tadayoshi
Tajana Rosing,Univ. of California - San Diego,http://cseweb.ucsd.edu/~trosing,CeieiIgAAAAJ,0000-0002-6954-997X,https://dblp.org/pers/hd/r/Rosing:Tajana
Takeo Kanade,Carnegie Mellon University,http://www.ri.cmu.edu/people/kanade_takeo.html,LQ87h3sAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kanade:Takeo
Tamal Krishna Dey,Purdue University,https://www.cs.purdue.edu/homes/tamaldey,k7VhUnAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Dey:Tamal_Krishna
Tandy J. Warnow,Univ. of Illinois at Urbana-Champaign,https://tandy.cs.illinois.edu,pPB_WK0AAAAJ,0000-0001-7717-3514,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D
Tao Jiang 0001,Univ. of California - Riverside,http://www.cs.ucr.edu/~jiang,XUhsCZwAAAAJ,0000-0003-3833-4498,https://dblp.org/pers/hd/j/Jiang_0001:Tao
Tao Xie 0001,Peking University,https://taoxiease.github.io,DhhH9J4AAAAJ,0000-0002-6731-216X,https://dblp.org/pers/hd/x/Xie_0001:Tao
Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~zaher,cA28Zs0AAAAJ,0000-0003-3883-7220,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D
Tei-Wei Kuo,National Taiwan University,https://www.csie.ntu.edu.tw/~ktw,gBuHlIQAAAAJ,0000-0003-1974-0394,https://dblp.org/pers/hd/k/Kuo:Tei%3DWei
Thad Starner,Georgia Institute of Technology,http://www.cc.gatech.edu/home/thad,qr8Vo9IAAAAJ,0000-0001-8442-7842,https://dblp.org/pers/hd/s/Starner:Thad
Theodore S. Rappaport,New York University,http://wireless.engineering.nyu.edu/tedrappaport,aLOSzWwAAAAJ,0000-0001-7449-9957,https://dblp.org/pers/hd/r/Rappaport:Theodore_S%3D
Thomas A. DeFanti,University of Illinois at Chicago,https://www.cs.uic.edu/~tom,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/d/DeFanti:Thomas_A%3D
Thomas A. Henzinger,IST Austria,http://pub.ist.ac.at/~tah,jpgplxUAAAAJ,0000-0002-2985-7724,https://dblp.org/pers/hd/h/Henzinger:Thomas_A%3D
Thomas E. Anderson,University of Washington,http://www.cs.washington.edu/people/faculty/tom,MYqlcPgAAAAJ,0009-0004-2951-0343,https://dblp.org/pers/hd/a/Anderson:Thomas_E%3D
Thomas Eiter,TU Wien,http://www.kr.tuwien.ac.at/staff/eiter,X1L03cIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/e/Eiter:Thomas
Thomas W. Reps,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~reps,pwhyTq0AAAAJ,0000-0002-5676-9949,https://dblp.org/pers/hd/r/Reps:Thomas_W%3D
Thomas Zimmermann 0001,Univ. of California - Irvine,https://thomas-zimmermann.com,5zvbpooAAAAJ,0000-0003-4905-1469,https://dblp.org/pers/hd/z/Zimmermann_0001:Thomas
Thorsten Joachims,Cornell University,http://www.cs.cornell.edu/people/tj,5tk1PV8AAAAJ,0000-0003-3654-3683,https://dblp.org/pers/hd/j/Joachims:Thorsten
Tian He 0001,University of Minnesota,http://www-users.cs.umn.edu/~tianhe,hc1m_BQAAAAJ,0000-0002-8113-1170,https://dblp.org/pers/hd/h/He_0001:Tian
Tim Finin,Univ. of Maryland - Baltimore County,http://umbc.edu/~finin,p5oWQ0AAAAAJ,0000-0002-6593-1792,https://dblp.org/pers/hd/f/Finin:Tim
Tim Menzies,North Carolina State University,http://menzies.us,7htTUTgmLtUC,0000-0002-5040-3196,https://dblp.org/pers/hd/m/Menzies:Tim
Tim Roughgarden,Columbia University,http://timroughgarden.org,0lcJYs8AAAAJ,0000-0002-7163-8306,https://dblp.org/pers/hd/r/Roughgarden:Tim
Tim Sherwood,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~sherwood,nLuHfy4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sherwood:Tim
Timothy A. Davis 0001,Texas A&M University,http://faculty.cse.tamu.edu/davis,gNMqz_4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Davis_0001:Timothy_A%3D
Timothy M. Chan,Univ. of Illinois at Urbana-Champaign,http://tmc.web.engr.illinois.edu,CiesWGcAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Chan:Timothy_M%3D
Timothy Roscoe,ETH Zurich,http://people.inf.ethz.ch/troscoe,NOSCHOLARPAGE,0000-0002-8298-1126,https://dblp.org/pers/hd/r/Roscoe:Timothy
Toby Walsh,UNSW,http://www.cse.unsw.edu.au/~tw,oOQ6x0IAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Walsh:Toby
Todd C. Mowry,Carnegie Mellon University,http://www.cs.cmu.edu/~tcm,MYsIXF4AAAAJ,0000-0003-4076-5684,https://dblp.org/pers/hd/m/Mowry:Todd_C%3D
Tom Rodden,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/tom.rodden,gWbK0A0AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Rodden:Tom
Tomás Lozano-Pérez,Massachusetts Inst. of Technology,http://people.csail.mit.edu/tlp,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lozano=P=eacute=rez:Tom%3Daacute%3Ds
Toniann Pitassi,Columbia University,https://www.cs.toronto.edu/~toni,NOSCHOLARPAGE,0000-0002-8668-2174,https://dblp.org/pers/hd/p/Pitassi:Toniann
Torsten Hoefler,ETH Zurich,https://htor.inf.ethz.ch,DdBvcBEAAAAJ,0000-0002-1333-9797,https://dblp.org/pers/hd/h/Hoefler:Torsten
Tova Milo,Tel Aviv University,http://www.math.tau.ac.il/~milo,X1-ovCkAAAAJ,0000-0002-8566-8821,https://dblp.org/pers/hd/m/Milo:Tova
Tracy Camp,Colorado School of Mines,http://www.mines.edu/~tcamp,8TyIlFgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Camp:Tracy
Trent Jaeger,Univ. of California - Riverside,http://www.trentjaeger.com,JS8aznIAAAAJ,0000-0002-4964-1170,https://dblp.org/pers/hd/j/Jaeger:Trent
Tuomas Sandholm,Carnegie Mellon University,http://www.cs.cmu.edu/~sandholm,0DpK1EMAAAAJ,0000-0001-8861-9366,https://dblp.org/pers/hd/s/Sandholm:Tuomas
Ueli M. Maurer,ETH Zurich,https://www.crypto.ethz.ch/~maurer,TSsq3GMAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Maurer:Ueli_M%3D
Umesh V. Vazirani,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~vazirani,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/v/Vazirani:Umesh_V%3D
Uri C. Weiser,Technion,http://webee.technion.ac.il/people/weiser,ctN8BtoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Weiser:Uri_C%3D
Uzi Vishkin,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/vishkin,1r8HluQAAAAJ,0000-0003-0713-2674,https://dblp.org/pers/hd/v/Vishkin:Uzi
Val Tannen,University of Pennsylvania,http://www.cis.upenn.edu/~val,NOSCHOLARPAGE,0009-0008-6847-7274,https://dblp.org/pers/hd/t/Tannen:Val
Valerie King,University of Victoria,http://webhome.cs.uvic.ca/~val,2-iEYMUAAAAJ,0000-0001-7311-7427,https://dblp.org/pers/hd/k/King:Valerie
Valerie Taylor 0001,Texas A&M University,https://engineering.tamu.edu/cse/people/vtaylor,UUWrt60AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/t/Taylor_0001:Valerie
Venkatesan Guruswami,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~venkatg,Es6jE1kAAAAJ,0000-0001-7926-3396,https://dblp.org/pers/hd/g/Guruswami:Venkatesan
Venu Govindaraju,University at Buffalo,https://cubs.buffalo.edu/about-the-director,ruIgbscAAAAJ,0000-0002-5318-7409,https://dblp.org/pers/hd/g/Govindaraju:Venu
Vern Paxson,Univ. of California - Berkeley,http://www.icir.org/vern,HvwPRJ0AAAAJ,0009-0005-2673-543X,https://dblp.org/pers/hd/p/Paxson:Vern
Vicki L. Hanson,Rochester Inst. of Technology,https://vickihanson.org,my5lwzIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/h/Hanson:Vicki_L%3D
Victor Vianu,Univ. of California - San Diego,https://cseweb.ucsd.edu/~vianu,CK_GLC8AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/v/Vianu:Victor
Vijay V. Vazirani,Univ. of California - Irvine,https://ics.uci.edu/~vazirani,8eB7Q1kAAAAJ,0000-0002-4106-9077,https://dblp.org/pers/hd/v/Vazirani:Vijay_V%3D
Vijaykrishnan Narayanan,Pennsylvania State University,http://www.cse.psu.edu/~vxn9,UyeTBeoAAAAJ,0000-0001-6266-6068,https://dblp.org/pers/hd/n/Narayanan:Vijaykrishnan
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign,https://vikram.cs.illinois.edu,VbruE20AAAAJ,0000-0002-0760-9690,https://dblp.org/pers/hd/a/Adve:Vikram_S%3D
Viktor Prasanna 0001,University of Southern California,http://ceng.usc.edu/~prasanna,4FQXSP8AAAAJ,0000-0002-1609-8589,https://dblp.org/pers/hd/p/Prasanna_0001:Viktor
Vincent Conitzer,Carnegie Mellon University,https://users.cs.duke.edu/~conitzer,juRk4lQAAAAJ,0000-0003-1899-7884,https://dblp.org/pers/hd/c/Conitzer:Vincent
Vineet Bafna,Univ. of California - San Diego,http://cseweb.ucsd.edu/~vbafna,NzQu5SwAAAAJ,0000-0002-5810-6241,https://dblp.org/pers/hd/b/Bafna:Vineet
Vipin Kumar 0001,University of Minnesota,http://www-users.cs.umn.edu/~kumar,BnxU9TEAAAAJ,0000-0002-9040-2665,https://dblp.org/pers/hd/k/Kumar_0001:Vipin
Vishal Misra,Columbia University,http://www.cs.columbia.edu/~misra,9hPnkXsAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Misra:Vishal
Vivek Sarkar,Georgia Institute of Technology,http://vsarkar.cc.gatech.edu,XjeIqxYAAAAJ,0000-0002-3433-8830,https://dblp.org/pers/hd/s/Sarkar:Vivek
Volker Markl,TU Berlin,https://www.dima.tu-berlin.de/menue/mitarbeiter/volker_markl/parameter/de,el2k_oIAAAAJ,0009-0009-0964-026X,https://dblp.org/pers/hd/m/Markl:Volker
Walter F. Tichy,Karlsruhe Inst. of Technology,https://ps.ipd.kit.edu/176_376.php,23RPQBQAAAAJ,0000-0002-1288-454X,https://dblp.org/pers/hd/t/Tichy:Walter_F%3D
Wang Yi 0001,Uppsala University,http://user.it.uu.se/~yi,_ynjrUUAAAAJ,0000-0002-2994-6110,https://dblp.org/pers/hd/y/Yi_0001:Wang
Wei Wang 0010,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~weiwang,UedS9LQAAAAJ,0000-0002-8180-2886,https://dblp.org/pers/hd/w/Wang_0010:Wei
Wei-Ying Ma,City University of Hong Kong,https://scholars.cityu.edu.hk/en/persons/weiyma,SToCbu8AAAAJ,0000-0002-7384-0735,https://dblp.org/pers/hd/m/Ma:Wei%3DYing
Wen Gao 0001,Peking University,http://idm.pku.edu.cn/wgao,b0vWahYAAAAJ,0000-0001-8894-1806,https://dblp.org/pers/hd/g/Gao_0001:Wen
Wendi Beth Heinzelman,University of Rochester,http://www2.ece.rochester.edu/~wheinzel,myYVVuYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/h/Heinzelman:Wendi_Beth
Wendy Hall 0001,University of Southampton,https://www.ecs.soton.ac.uk/people/wh,9NaDv3oAAAAJ,0000-0003-4327-7811,https://dblp.org/pers/hd/h/Hall_0001:Wendy
Wenfei Fan,University of Edinburgh,http://homepages.inf.ed.ac.uk/wenfei,u0S6ofAAAAAJ,0000-0001-5149-2656,https://dblp.org/pers/hd/f/Fan:Wenfei
Wenjing Lou,Virginia Tech,http://www.cnsr.ictas.vt.edu/WJLou.html,hM8uAwoAAAAJ,0000-0002-2421-4623,https://dblp.org/pers/hd/l/Lou:Wenjing
Wenke Lee,Georgia Institute of Technology,http://wenke.gtisc.gatech.edu,nfkH5V4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lee:Wenke
Wenliang Du 0001,Zhejiang University,https://person.zju.edu.cn/wenliangdu,1aMkcasAAAAJ,0000-0002-4257-2010,https://dblp.org/pers/hd/d/Du_0001:Wenliang
Wenping Wang 0001,Texas A&M University,https://i.cs.hku.hk/~wenping,28shvv0AAAAJ,0000-0002-2284-3952,https://dblp.org/pers/hd/w/Wang_0001:Wenping
Wenwu Zhu 0001,Tsinghua University,http://media.cs.tsinghua.edu.cn/en/zww,7t2jzpgAAAAJ,0000-0003-2236-9290,https://dblp.org/pers/hd/z/Zhu_0001:Wenwu
Wil M. P. van der Aalst,RWTH Aachen University,http://www.vdaalst.com,aSZYyxIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/a/Aalst:Wil_M%3D_P%3D_van_der
William D. Gropp,Univ. of Illinois at Urbana-Champaign,http://wgropp.cs.illinois.edu,vB96fX8AAAAJ,0000-0003-2905-3029,https://dblp.org/pers/hd/g/Gropp:William_D%3D
William H. Sanders,Carnegie Mellon University,https://engineering.cmu.edu/directory/bios/sanders-william.html,FClnlsgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sanders:William_H%3D
William T. Freeman,Massachusetts Inst. of Technology,https://billf.mit.edu,0zZnyMEAAAAJ,0000-0002-2231-7995,https://dblp.org/pers/hd/f/Freeman:William_T%3D
Wolfgang Heidrich,KAUST,http://vccimaging.org/People/heidriw,IQSbom0AAAAJ,0000-0002-4227-8508,https://dblp.org/pers/hd/h/Heidrich:Wolfgang
Wolfgang Lehner,TU Dresden,https://wwwdb.inf.tu-dresden.de/team/head/wolfgang-lehner,YYzvyMQAAAAJ,0000-0001-8107-2775,https://dblp.org/pers/hd/l/Lehner:Wolfgang
Xavier Leroy,INRIA,https://xavierleroy.org,K5yXAeAAAAAJ,0000-0002-8971-9171,https://dblp.org/pers/hd/l/Leroy:Xavier
Xiangyang Li 0001,USTC,http://staff.ustc.edu.cn/~xiangyangli,JURtNb0AAAAJ,0000-0002-6070-6625,https://dblp.org/pers/hd/l/Li_0001:Xiangyang
Xiaobo Sharon Hu,University of Notre Dame,http://www3.nd.edu/~shu,NOSCHOLARPAGE,0000-0002-6636-9738,https://dblp.org/pers/hd/h/Hu:Xiaobo_Sharon
Xiaodong Zhang 0001,Ohio State University,http://web.cse.ohio-state.edu/~zhang,qFiMLsIAAAAJ,0000-0003-3411-3612,https://dblp.org/pers/hd/z/Zhang_0001:Xiaodong
XiaoFeng Wang 0001,Nanyang Technological University,https://dr.ntu.edu.sg/entities/person/Wang-Xiaofeng,pONu-5EAAAAJ,0000-0002-0607-4946,https://dblp.org/pers/hd/w/Wang_0001:XiaoFeng
Xiaohua Jia,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jia,L5iEhq0AAAAJ,0000-0001-8702-8302,https://dblp.org/pers/hd/j/Jia:Xiaohua
Xiaotie Deng,Peking University,http://cfcs.pku.edu.cn/faculty/full_time_faculty/dengxiaotie/index.htm,OBUwP_oAAAAJ,0000-0002-5282-6467,https://dblp.org/pers/hd/d/Deng:Xiaotie
Xilin Chen 0001,Chinese Academy of Sciences,http://vipl.ict.ac.cn/view_people.php?url=xlchen&id=13,vVx2v20AAAAJ,0000-0003-3024-4404,https://dblp.org/pers/hd/c/Chen_0001:Xilin
Yan Solihin,University of Central Florida,https://sites.google.com/view/arpers,sUQFclgAAAAJ,0000-0002-8863-941X,https://dblp.org/pers/hd/s/Solihin:Yan
Yannis E. Ioannidis,University of Athens,http://www.madgik.di.uoa.gr/people/yannis,MIfpzUQAAAAJ,0000-0002-1705-8247,https://dblp.org/pers/hd/i/Ioannidis:Yannis_E%3D
Yi Ma 0001,University of Hong Kong,https://ai.hku.hk/index.php/people/academic-staff/mayi,XqLiBQMAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Ma_0001:Yi
Yi-Bing Lin,National Chiao Tung University,http://liny.csie.nctu.edu.tw,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lin:Yi%3DBing
Yiran Chen 0001,Duke University,https://ece.duke.edu/faculty/yiran-chen,3G-nnjMAAAAJ,0000-0002-1486-8412,https://dblp.org/pers/hd/c/Chen_0001:Yiran
Yishay Mansour,Tel Aviv University,http://www.tau.ac.il/~mansour,OEJUgwkAAAAJ,0000-0001-6891-2645,https://dblp.org/pers/hd/m/Mansour:Yishay
Yizhou Yu,University of Hong Kong,https://i.cs.hku.hk/~yzyu,e38fTZQAAAAJ,0000-0002-0470-5548,https://dblp.org/pers/hd/y/Yu:Yizhou
Yoshua Bengio,University of Montreal,http://www.iro.umontreal.ca/~bengioy,kukA0LcAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Bengio:Yoshua
Yossi Matias,Tel Aviv University,http://www.math.tau.ac.il/~matias,IwSe1-MAAAAJ,0000-0003-3960-6002,https://dblp.org/pers/hd/m/Matias:Yossi
